id,label,bearing,current_stop_sequence,direction_id,longitude,latitude,speed,updated_at,current_status,route_id,stop_id
"y0806","0806","53.0","7","1","-71.0100479126","42.127117157","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","230","3993"
"y1284","1284","0.0","None","1","-71.0653152466","42.3317718506","None","2019-08-15T22:23:04-04:00","IN_TRANSIT_TO","749",""
"y1675","1675","0.0","17","0","-71.112159729","42.3221664429","None","2019-08-15T22:27:44-04:00","IN_TRANSIT_TO","39","61365"
"y1776","1776","27.0","5","1","-71.0822753906","42.3099327087","None","2019-08-15T22:27:52-04:00","IN_TRANSIT_TO","45","1566"
"1631","1631","162.0","1","1","-70.8777008057","42.7971305847","None","2019-08-15T22:27:38-04:00","STOPPED_AT","CR-Newburyport","Newburyport"
"y0800","0800","0.0","None","1","-71.009475708","42.2603416443","None","2019-08-15T22:26:04-04:00","IN_TRANSIT_TO","225",""
"y1405","1405","0.0","None","1","-71.0735549927","42.3891410828","None","2019-08-15T22:23:42-04:00","IN_TRANSIT_TO","70A",""
"y0617","0617","0.0","8","0","-71.1307449341","42.3823661804","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","75","2176"
"y0888","0888","64.0","15","0","-71.0167160034","42.3831787109","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","120","5875"
"y0655","0655","180.0","None","1","-71.0735473633","42.3891334534","None","2019-08-15T22:27:53-04:00","IN_TRANSIT_TO","77",""
"1511","1511","216.0","9","0","-71.1251525879","42.2477302551","12.0","2019-08-15T22:27:12-04:00","IN_TRANSIT_TO","CR-Fairmount","Readville"
"y0831","0831","329.0","5","1","-70.8913879395","42.2504577637","None","2019-08-15T22:27:53-04:00","IN_TRANSIT_TO","220","3593"
"y0684","0684","225.0","25","1","-71.0631027222","42.3990135193","None","2019-08-15T22:27:57-04:00","IN_TRANSIT_TO","104","5498"
"y4102","4102","61.0","4","1","-71.1786804199","42.3680000305","None","2019-08-15T22:27:51-04:00","IN_TRANSIT_TO","71","2050"
"y1283","1283","45.0","None","0","-71.064743042","42.3326683044","None","2019-08-15T22:27:57-04:00","IN_TRANSIT_TO","749",""
"y4106","4106","283.0","14","0","-71.1671295166","42.3773994446","None","2019-08-15T22:27:57-04:00","IN_TRANSIT_TO","73","2124"
"y1692","1692","129.0","31","0","-71.1211242676","42.25573349","None","2019-08-15T22:27:52-04:00","IN_TRANSIT_TO","2427","6390"
"B-545F3ABA","0703","260.0","90","0","-71.0550918579","42.3590812683","None","2019-08-15T22:27:46-04:00","INCOMING_AT","Blue","70041"
"y1610","1610","59.0","18","1","-71.0996322632","42.3360099792","None","2019-08-15T22:27:54-04:00","IN_TRANSIT_TO","39","31317"
"y0636","0636","0.0","1","1","-71.0283966064","42.3958320618","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","92","5601"
"ysaucon162","saucon162","310.0","None","None","-71.0161895752","42.2677726746","None","2019-08-15T22:27:31-04:00","IN_TRANSIT_TO","Shuttle005",""
"y0718","0718","0.0","1","0","-71.0765609741","42.3842391968","None","2019-08-15T22:27:00-04:00","IN_TRANSIT_TO","95","29003"
"y0683","0683","90.0","2","0","-71.1846542358","42.4248161316","None","2019-08-15T22:27:19-04:00","IN_TRANSIT_TO","77","17922"
"y1132","1132","200.0","1","0","-71.0221786499","42.3650398254","None","2019-08-15T22:27:51-04:00","IN_TRANSIT_TO","741","17091"
"y1913","1913","79.0","7","1","-71.1388626099","42.4210472107","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","80","2368"
"y1827","1827","230.0","1","0","-71.0888137817","42.3365135193","None","2019-08-15T22:27:51-04:00","IN_TRANSIT_TO","23","17862"
"y0669","0669","0.0","3","0","-71.0584716797","42.3666343689","None","2019-08-15T22:27:53-04:00","IN_TRANSIT_TO","111","5611"
"1825","1825","319.0","1","1","-71.1023101807","42.1227416992","None","2019-08-15T22:27:35-04:00","STOPPED_AT","CR-Providence","Stoughton"
"y1721","1721","45.0","1","0","-71.1854171753","42.3640098572","None","2019-08-15T22:27:27-04:00","IN_TRANSIT_TO","57","900"
"y0747","0747","225.0","57","1","-70.9510574341","42.4571266174","None","2019-08-15T22:27:57-04:00","IN_TRANSIT_TO","442","4703"
"y0727","0727","0.0","None","0","-71.0735473633","42.389087677","None","2019-08-15T22:27:31-04:00","IN_TRANSIT_TO","111",""
"y1125","1125","135.0","None","0","-71.0244064331","42.3663864136","None","2019-08-15T22:27:38-04:00","IN_TRANSIT_TO","741",""
"G-10068","3636-3818","45.0","None","1","-71.1489562988","42.3362007141","None","2019-08-15T22:25:02-04:00","IN_TRANSIT_TO","Green-C",""
"1718","1718","199.0","6","0","-71.1538162231","42.1964187622","26.0","2019-08-15T22:27:38-04:00","IN_TRANSIT_TO","CR-Providence","Canton Junction"
"ysaucon252","saucon252","40.0","None","None","-71.0438461304","42.3383979797","None","2019-08-15T22:00:19-04:00","IN_TRANSIT_TO","Shuttle005",""
"y1630","1630","194.0","10","0","-71.0922317505","42.2823295593","None","2019-08-15T22:27:54-04:00","IN_TRANSIT_TO","31","1713"
"y1431","1431","76.0","6","1","-71.1388931274","42.3811683655","None","2019-08-15T22:27:54-04:00","IN_TRANSIT_TO","72","2083"
"y0688","0688","82.0","None","1","-71.0920410156","42.3794555664","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","70",""
"y1615","1615","45.0","None","1","-71.1099777222","42.3035583496","None","2019-08-15T22:27:48-04:00","IN_TRANSIT_TO","30",""
"y0759","0759","0.0","None","1","-71.0094223022","42.2597312927","None","2019-08-15T22:25:55-04:00","IN_TRANSIT_TO","230",""
"y1418","1418","143.0","None","0","-71.1211090088","42.3942718506","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","90",""
"y1683","1683","0.0","None","1","-71.109954834","42.3031272888","None","2019-08-15T22:27:37-04:00","IN_TRANSIT_TO","34",""
"y0822","0822","45.0","1","0","-70.9246139526","42.1985397339","None","2019-08-15T22:27:15-04:00","IN_TRANSIT_TO","222","13844"
"G-10117","3616-3851","45.0","350","1","-71.2052536011","42.3225898743","None","2019-08-15T22:22:43-04:00","STOPPED_AT","Green-D","70168"
"y1414","1414","0.0","None","1","-71.0735702515","42.3876190186","None","2019-08-15T22:24:06-04:00","IN_TRANSIT_TO","91",""
"y1270","1270","181.0","31","0","-71.0936965942","42.2754211426","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","28","1717"
"y0882","0882","0.0","None","0","-70.9750671387","42.454826355","None","2019-08-15T22:27:40-04:00","IN_TRANSIT_TO","117",""
"y0656","0656","284.0","None","0","-71.0760192871","42.3848953247","None","2019-08-15T22:27:53-04:00","IN_TRANSIT_TO","91",""
"y0679","0679","201.0","61","0","-71.2631378174","42.3736572266","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","70","8850"
"y1444","1444","153.0","25","1","-71.0823364258","42.4065971375","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","134","9043"
"y0792","0792","0.0","1","1","-71.0639343262","42.2842636108","None","2019-08-15T22:27:33-04:00","IN_TRANSIT_TO","240","334"
"y0608","0608","58.0","13","0","-71.0443725586","42.4129829407","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","110","5570"
"y1115","1115","180.0","None","1","-71.0645065308","42.3319282532","None","2019-08-15T22:26:54-04:00","IN_TRANSIT_TO","743",""
"1819","1819","128.0","4","0","-70.9268798828","42.2209892273","12.0","2019-08-15T22:27:29-04:00","IN_TRANSIT_TO","CR-Greenbush","East Weymouth"
"y0775","0775","54.0","14","0","-71.0276641846","42.3964042664","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","117","35751"
"y1110","1110","180.0","None","0","-71.064781189","42.3317680359","None","2019-08-15T22:22:22-04:00","IN_TRANSIT_TO","746",""
"y1706","1706","0.0","None","1","-71.1096878052","42.3028678894","None","2019-08-15T22:24:16-04:00","IN_TRANSIT_TO","40",""
"y1881","1881","225.0","1","0","-71.1133728027","42.3005714417","None","2019-08-15T22:27:48-04:00","IN_TRANSIT_TO","16","875"
"y0862","0862","141.0","65","1","-70.9565048218","42.4669647217","None","2019-08-15T22:27:54-04:00","IN_TRANSIT_TO","429","7310"
"R-545F252D","1703","10.0","1","1","-71.0015563965","42.2074890137","None","2019-08-15T22:26:07-04:00","STOPPED_AT","Red","Braintree-01"
"y1819","1819","0.0","None","1","-71.058380127","42.3402671814","None","2019-08-15T22:23:46-04:00","IN_TRANSIT_TO","19",""
"y0610","0610","0.0","None","0","-71.0748748779","42.389289856","None","2019-08-15T22:25:55-04:00","IN_TRANSIT_TO","92",""
"y0629","0629","305.0","3","0","-71.0812759399","42.373462677","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","87","2605"
"y0816","0816","0.0","None","1","-71.0094985962","42.2597198486","None","2019-08-15T22:25:05-04:00","IN_TRANSIT_TO","240",""
"y1664","1664","0.0","None","1","-71.110206604","42.3028869629","None","2019-08-15T22:25:45-04:00","IN_TRANSIT_TO","36",""
"y1910","1910","270.0","11","1","-71.0333709717","42.4156684875","None","2019-08-15T22:27:50-04:00","IN_TRANSIT_TO","111","5547"
"G-10275","3804-3604-3600","305.0","650","1","-71.0772323608","42.3710784912","None","2019-08-15T22:20:15-04:00","STOPPED_AT","Green-E","70209"
"y0633","0633","45.0","None","1","-71.1186752319","42.3882522583","None","2019-08-15T22:27:07-04:00","IN_TRANSIT_TO","77",""
"G-10057","3683-3852","135.0","None","1","-71.1670913696","42.3401794434","None","2019-08-15T22:20:37-04:00","IN_TRANSIT_TO","Green-B",""
"y1838","1838","0.0","15","1","-71.0880279541","42.3477172852","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","1","79"
"G-10225","3654-3709","45.0","90","1","-71.1315765381","42.3501281738","None","2019-08-15T22:27:55-04:00","STOPPED_AT","Green-B","70130"
"1822","1822","43.0","1","1","-71.412399292","41.8298988342","None","2019-08-15T22:27:19-04:00","STOPPED_AT","CR-Providence","Providence"
"O-545F3A50","1230","357.0","170","1","-71.0771331787","42.4016113281","None","2019-08-15T22:21:55-04:00","STOPPED_AT","Orange","70033"
"y1859","1859","50.0","28","1","-71.0916137695","42.3332290649","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","44","1224"
"y0804","0804","0.0","None","1","-71.009147644","42.2596931458","None","2019-08-15T22:26:32-04:00","IN_TRANSIT_TO","225",""
"ysaucon167","saucon167","314.0","None","None","-71.0442962646","42.3387985229","None","2019-08-15T22:00:07-04:00","IN_TRANSIT_TO","Shuttle005",""
"y1857","1857","184.0","17","0","-71.0851821899","42.3036727905","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","22","415"
"G-10110","3716-3853","225.0","220","0","-71.1304702759","42.3506507874","None","2019-08-15T22:27:24-04:00","STOPPED_AT","Green-B","70131"
"B-545F37E6","0745","105.0","1","1","-71.0620803833","42.3611488342","None","2019-08-15T22:27:27-04:00","STOPPED_AT","Blue","70038"
"y1667","1667","0.0","None","1","-71.1094055176","42.3030662537","None","2019-08-15T22:27:57-04:00","IN_TRANSIT_TO","40",""
"G-10092","3659-3839","215.0","60","0","-71.0595092773","42.3592910767","None","2019-08-15T22:27:24-04:00","INCOMING_AT","Green-C","70197"
"R-545F37D0","1726","95.0","60","0","-71.0837936401","42.3622817993","None","2019-08-15T22:27:35-04:00","INCOMING_AT","Red","70073"
"y3000","y3000","296.0","18","1","-71.0019836426","42.384979248","None","2019-08-15T22:23:56-04:00","IN_TRANSIT_TO","712","15880"
"y0702","0702","132.0","None","0","-71.0818099976","42.3893165588","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","96",""
"G-10026","3696-3842","135.0","160","1","-71.1061630249","42.3499298096","None","2019-08-15T22:27:56-04:00","INCOMING_AT","Green-B","70146"
"y0693","0693","315.0","None","0","-71.0742340088","42.3885498047","None","2019-08-15T22:27:43-04:00","IN_TRANSIT_TO","77",""
"y0821","0821","0.0","None","1","-71.0096359253","42.2602462769","None","2019-08-15T22:26:27-04:00","IN_TRANSIT_TO","216",""
"y0630","0630","180.0","10","1","-71.0113143921","42.4647712708","None","2019-08-15T22:27:58-04:00","IN_TRANSIT_TO","430","6212"
"y1904","1904","300.0","23","0","-71.1131362915","42.3703041077","None","2019-08-15T22:27:53-04:00","IN_TRANSIT_TO","1","108"
"1800","1800","135.0","1","0","-71.0627365112","42.3667793274","None","2019-08-15T22:27:40-04:00","STOPPED_AT","CR-Newburyport","North Station"
"R-545F225C","1732","135.0","40","0","-71.115852356","42.3722991943","None","2019-08-15T22:27:10-04:00","IN_TRANSIT_TO","Red","70069"
"G-10256","3685-3885","90.0","240","1","-71.1300735474","42.3397598267","None","2019-08-15T22:28:00-04:00","INCOMING_AT","Green-C","70226"
"G-10282","3621-3857","315.0","450","1","-71.1107711792","42.329120636","None","2019-08-15T22:27:57-04:00","INCOMING_AT","Green-E","70258"
"y0834","0834","231.0","5","0","-71.0029373169","42.2440185547","None","2019-08-15T22:27:54-04:00","IN_TRANSIT_TO","238","3330"
"y1908","1908","0.0","1","0","-71.0895080566","42.3360366821","None","2019-08-15T22:27:50-04:00","IN_TRANSIT_TO","45","17863"
"G-10097","3618-3882","225.0","630","0","-71.1018981934","42.335269928","None","2019-08-15T22:28:00-04:00","INCOMING_AT","Green-E","70249"
"O-545F37E9","1240","175.0","80","0","-71.0577926636","42.361000061","None","2019-08-15T22:27:49-04:00","INCOMING_AT","Orange","70022"
"y1783","1783","111.0","29","1","-71.0773620605","42.3313446045","None","2019-08-15T22:27:54-04:00","IN_TRANSIT_TO","47","10003"
"G-10002","3613-3810","105.0","570","1","-71.0862731934","42.3478813171","None","2019-08-15T22:27:13-04:00","INCOMING_AT","Green-C","70154"
"y0696","0696","315.0","33","0","-71.0666046143","42.4828605652","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","137","9243"
"y1837","1837","0.0","6","0","-71.095161438","42.3315734863","None","2019-08-15T22:27:49-04:00","IN_TRANSIT_TO","66","1357"
"y1828","1828","26.0","25","1","-71.062210083","42.3265762329","None","2019-08-15T22:27:51-04:00","IN_TRANSIT_TO","16","29051"
"y1824","1824","0.0","1","1","-71.1031265259","42.3649253845","None","2019-08-15T22:27:50-04:00","IN_TRANSIT_TO","47","72"
"y1619","1619","195.0","17","0","-71.1238327026","42.2570037842","None","2019-08-15T22:27:52-04:00","IN_TRANSIT_TO","32","6509"
"y1887","1887","251.0","6","0","-71.0678863525","42.3472595215","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","9","147"
"y0659","0659","0.0","19","0","-71.1592788696","42.3631324768","None","2019-08-15T22:27:39-04:00","IN_TRANSIT_TO","70","1445"
"y1670","1670","218.0","23","0","-71.1559829712","42.2624359131","None","2019-08-15T22:27:53-04:00","IN_TRANSIT_TO","34E","615"
"y1810","1810","12.0","None","0","-71.0572128296","42.3485679626","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","66",""
"G-10102","3816-3644","135.0","170","1","-71.1006393433","42.3492507935","None","2019-08-15T22:27:56-04:00","INCOMING_AT","Green-B","70148"
"G-10046","3605-3837","135.0","30","0","-71.0593566895","42.3642692566","None","2019-08-15T22:27:36-04:00","INCOMING_AT","Green-E","70204"
"y1286","1286","202.0","None","1","-71.0614013672","42.3456802368","None","2019-08-15T22:27:52-04:00","IN_TRANSIT_TO","751",""
"G-10181","3676-3880","240.0","110","0","-71.0771026611","42.3501815796","None","2019-08-15T22:27:25-04:00","STOPPED_AT","Green-C","70155"
"y1894","1894","71.0","22","1","-71.1431427002","42.351524353","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","57","924"
"y0906","0906","0.0","None","0","-71.0095214844","42.2596588135","None","2019-08-15T22:23:29-04:00","IN_TRANSIT_TO","215",""
"y1882","1882","44.0","10","1","-71.0685195923","42.3050384521","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","15","1470"
"y1628","1628","45.0","49","1","-71.1714324951","42.2496795654","None","2019-08-15T22:27:30-04:00","IN_TRANSIT_TO","34E","10832"
"y0533","0533","180.0","None","1","-71.0904541016","42.4224624634","None","2019-08-15T22:27:37-04:00","IN_TRANSIT_TO","99",""
"G-10224","3663-3829","225.0","230","0","-71.1340866089","42.3490104675","None","2019-08-15T22:27:52-04:00","STOPPED_AT","Green-B","70129"
"R-545F3AD0","1824","175.0","110","0","-71.0571136475","42.3415718079","None","2019-08-15T22:27:11-04:00","IN_TRANSIT_TO","Red","70083"
"G-10114","3706-3871","135.0","None","1","-71.1670913696","42.3401794434","None","2019-08-15T22:23:50-04:00","IN_TRANSIT_TO","Green-B",""
"y1711","1711","180.0","27","1","-71.0744094849","42.3489685059","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","39","23391"
"y1641","1641","45.0","None","0","-71.1097717285","42.3036384583","None","2019-08-15T22:27:03-04:00","IN_TRANSIT_TO","39",""
"y1865","1865","0.0","23","1","-71.0983123779","42.3180084229","None","2019-08-15T22:27:54-04:00","IN_TRANSIT_TO","22","1216"
"y0710","0710","110.0","31","0","-71.0185699463","42.4116477966","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","111","5583"
"y1430","1430","180.0","1","1","-71.0758514404","42.4025917053","None","2019-08-15T22:27:52-04:00","IN_TRANSIT_TO","95","5271"
"y1114","1114","184.0","6","1","-71.0217590332","42.3688354492","None","2019-08-15T22:27:53-04:00","IN_TRANSIT_TO","741","17096"
"y1426","1426","101.0","None","0","-71.1013565063","42.5051803589","None","2019-08-15T22:27:54-04:00","IN_TRANSIT_TO","132",""
"y0878","0878","120.0","8","0","-70.9671478271","42.4409713745","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","442","4709"
"y0789","0789","0.0","None","1","-71.0098495483","42.2603034973","None","2019-08-15T22:23:22-04:00","IN_TRANSIT_TO","225",""
"y0699","0699","0.0","None","1","-71.1229171753","42.3726730347","None","2019-08-15T22:24:17-04:00","IN_TRANSIT_TO","74",""
"R-545F3AAB","1857","135.0","20","0","-71.1219863892","42.3959007263","None","2019-08-15T22:27:47-04:00","INCOMING_AT","Red","70065"
"O-545F37F3","1308","210.0","190","0","-71.1138381958","42.3012199402","None","2019-08-15T22:16:10-04:00","STOPPED_AT","Orange","Forest Hills-02"
"R-545F37D1","1632","330.0","100","1","-71.0498962402","42.2959289551","None","2019-08-15T22:26:37-04:00","IN_TRANSIT_TO","Red","70096"
"y1689","1689","337.0","1","1","-71.0638580322","42.283908844","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","21","334"
"y0660","0660","315.0","1","1","-71.1227493286","42.3726806641","None","2019-08-15T22:27:07-04:00","IN_TRANSIT_TO","96","20762"
"y1842","1842","119.0","1","0","-71.0794448853","42.3320541382","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","1","64"
"y0678","0678","0.0","None","0","-71.0736999512","42.3886032104","None","2019-08-15T22:18:01-04:00","IN_TRANSIT_TO","93",""
"G-10207","3890-3717","315.0","570","0","-71.2520828247","42.3372306824","None","2019-08-15T22:25:26-04:00","STOPPED_AT","Green-D","70161"
"R-545F383D","1800","160.0","170","0","-71.0652999878","42.2907600403","None","2019-08-15T22:27:50-04:00","IN_TRANSIT_TO","Red","70093"
"y0697","0697","90.0","None","1","-71.0945587158","42.3791770935","None","2019-08-15T22:27:32-04:00","IN_TRANSIT_TO","78",""
"y1756","1756","43.0","21","1","-71.113899231","42.3326530457","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","60","1556"
"R-545F381E","1638","340.0","60","1","-71.0658111572","42.2932014465","None","2019-08-15T22:27:43-04:00","STOPPED_AT","Red","70092"
"G-10151","3878-3698","60.0","590","1","-71.0708084106","42.3517990112","None","2019-08-15T22:27:11-04:00","INCOMING_AT","Green-B","70158"
"O-545F37DF","1220","330.0","130","1","-71.0599899292","42.3651390076","None","2019-08-15T22:26:48-04:00","STOPPED_AT","Orange","70027"
"y0798","0798","0.0","None","1","-71.0098342896","42.2603187561","None","2019-08-15T22:26:46-04:00","IN_TRANSIT_TO","225",""
"y0817","0817","0.0","None","1","-71.009262085","42.2596168518","None","2019-08-15T22:24:21-04:00","IN_TRANSIT_TO","225",""
"B-545F37C9","0720","200.0","1","0","-70.9916687012","42.413520813","None","2019-08-15T22:27:56-04:00","STOPPED_AT","Blue","70059"
"y1223","1223","54.0","11","1","-71.0624313354","42.3522758484","None","2019-08-15T22:27:50-04:00","IN_TRANSIT_TO","749","6567"
"y1685","1685","0.0","1","1","-71.113609314","42.3001976013","None","2019-08-15T22:27:23-04:00","IN_TRANSIT_TO","42","875"
"y1741","1741","23.0","None","1","-71.0620956421","42.3420562744","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","23",""
"y1792","1792","90.0","2","0","-71.0562133789","42.3519706726","None","2019-08-15T22:26:37-04:00","IN_TRANSIT_TO","11","6564"
"R-545F254C","1749","85.0","1","0","-71.1405410767","42.3962097168","None","2019-08-15T22:20:16-04:00","STOPPED_AT","Red","Alewife-01"
"y1265","1265","338.0","27","1","-71.08177948","42.3215446472","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","28","394"
"G-10266","3671-3838","315.0","630","1","-71.0605697632","42.3656311035","None","2019-08-15T22:27:55-04:00","STOPPED_AT","Green-C","70205"
"y0668","0668","321.0","12","0","-71.0294189453","42.3968200684","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","111","5601"
"y0829","0829","0.0","None","1","-71.0097885132","42.26039505","None","2019-08-15T22:25:42-04:00","IN_TRANSIT_TO","225",""
"ysaucon163","saucon163","279.0","None","None","-71.0308532715","42.2772026062","None","2019-08-15T22:26:09-04:00","IN_TRANSIT_TO","Shuttle005",""
"y0642","0642","336.0","57","0","-70.8950500488","42.4984550476","None","2019-08-15T22:27:56-04:00","IN_TRANSIT_TO","455","6167"
"y0780","0780","0.0","None","0","-71.0093917847","42.2596855164","None","2019-08-15T22:25:48-04:00","IN_TRANSIT_TO","215",""
"y1127","1127","342.0","4","1","-71.0196151733","42.3640174866","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","741","17094"
"y1656","1656","186.0","16","0","-71.0937423706","42.2692832947","None","2019-08-15T22:27:54-04:00","IN_TRANSIT_TO","31","1720"
"y1825","1825","233.0","7","0","-71.0724411011","42.3435783386","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","43","1246"
"y1867","1867","0.0","None","0","-71.0584259033","42.3393287659","None","2019-08-15T22:25:51-04:00","IN_TRANSIT_TO","66",""
"y1671","1671","0.0","1","0","-71.0926437378","42.2672767639","None","2019-08-15T22:27:53-04:00","IN_TRANSIT_TO","31","18511"
"y0791","0791","0.0","None","1","-71.0094223022","42.2598953247","None","2019-08-15T22:25:21-04:00","IN_TRANSIT_TO","220",""
"y0850","0850","32.0","4","0","-71.0099334717","42.3953323364","None","2019-08-15T22:27:55-04:00","IN_TRANSIT_TO","450","4730"
"1650","1650","323.0","1","0","-71.0634994507","42.3672790527","None","2019-08-15T22:22:07-04:00","STOPPED_AT","CR-Haverhill","North Station"
"y1128","1128","334.0","6","0","-71.022567749","42.3861885071","None","2019-08-15T22:27:54-04:00","IN_TRANSIT_TO","743","74637"
"y1101","1101","0.0","8","1","-71.0420227051","42.3481903076","None","2019-08-15T22:26:18-04:00","IN_TRANSIT_TO","742","74615"
"y0787","0787","0.0","None","1","-71.009475708","42.2596206665","None","2019-08-15T22:24:43-04:00","IN_TRANSIT_TO","225",""
