VEHICLE_DATA_HISTORY_ID,VEHICLE_ID,VEHICLE_DATA_ID,BEARING,CURRENT_STOP_SEQUENCE,LATITUDE,LONGITUDE,SPEED,UPDATED_AT,DIRECTION_ID,ROUTE_ID,LABEL,CURRENT_STATUS,STOP_ID,DIRECTION_ID,DIRECTION,ROUTE_ID,DESCRIPTION,FARE_CLASS,LONG_NAME,SHORT_NAME,DIRECTION_ID,DESTINATION_ID,LINE_ID,COLOR,TEXT_COLOR,STATUS_ID,STATUS,STOP_ID,NAME,ADDRESS,DESCRIPTION,LATITUDE,LONGITUDE,MUNICIPALITY_ID,AT_STREET,ON_STREET,MUNICIPALITY_ID,MUNICIPALITY,STREET_ID,STREET,STREET_ID,STREET,LINE_ID,LONG_NAME,SHORT_NAME,COLOR,TEXT_COLOR,COLOR_ID,COLOR,COLOR_ID,COLOR,COLOR_ID,COLOR,COLOR_ID,COLOR
"15","y1802","2042","95","1","42.2836875916","-71.0644302368","None","2019-08-16 02:27:50","2","22","1802","2","334","2","0","22","Key Bus","Local Bus","Ashmont - Ruggles via Jackson Square","22","None","None","line-22","8","9","2","IN_TRANSIT_TO","334","Ashmont","None","Ashmont - Busway","42.284195","-71.063879","1","None","400","1","Boston","400","Busway","None","None","line-22","Ashmont - Ruggles via Jackson Square","22","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"242","y0792","2269","0","1","42.2842636108","-71.0639343262","None","2019-08-16 02:27:32","1","240","0792","2","334","1","1","240","Local Bus","Local Bus","Avon Square - Ashmont","240","None","None","line-240","8","9","2","IN_TRANSIT_TO","334","Ashmont","None","Ashmont - Busway","42.284195","-71.063879","1","None","400","1","Boston","400","Busway","None","None","line-240","Avon Square - Ashmont","240","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"323","y1689","2350","337","1","42.283908844","-71.0638580322","None","2019-08-16 02:27:55","1","21","1689","2","334","1","1","21","Local Bus","Local Bus","Ashmont - Forest Hills","21","None","None","line-21","8","9","2","IN_TRANSIT_TO","334","Ashmont","None","Ashmont - Busway","42.284195","-71.063879","1","None","400","1","Boston","400","Busway","None","None","line-21","Ashmont - Forest Hills","21","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"72","y0709","2099","326","22","42.400138855","-71.1254425049","None","2019-08-16 02:27:52","2","88","0709","2","2631","2","0","88","Local Bus","Local Bus","Clarendon Hill - Lechmere via Highland Avenue","88","None","None","line-88","8","9","2","IN_TRANSIT_TO","2631","Holland St @ Paulina St","None","None","42.399781","-71.125139","25","None","None","25","Somerville","None","None","None","None","line-88","Clarendon Hill - Lechmere via Highland Avenue","88","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"35","y1801","2062","283","7","42.351764679","-71.1202087402","None","2019-08-16 02:27:55","2","57","1801","2","958","2","0","57","Key Bus","Local Bus","Watertown Yard - Kenmore","57","None","None","line-5757A","8","9","2","IN_TRANSIT_TO","958","Commonwealth Ave @ Babcock St","None","None","42.35197","-71.121441","1","None","None","1","Boston","None","None","None","None","line-5757A","Watertown Yard or Oak Square - Kenmore","57/57A","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"33","y1868","2060","132","11","42.3642730713","-71.10181427","None","2019-08-16 02:27:53","1","1","1868","2","73","1","1","1","Key Bus","Local Bus","Harvard - Dudley via Massachusetts Avenue","1","None","None","line-1701","8","9","2","IN_TRANSIT_TO","73","Massachusetts Ave @ Sidney St","None","None","42.362804","-71.099509","8","None","104","8","Cambridge","104","Massachusetts Avenue","None","None","line-1701","Harvard or Central Square - Boston Medical Center or Dudley via Massachusetts Avenue","1/CT1","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"61","y0614","2088","112","24","42.4459877014","-71.2225494385","None","2019-08-16 02:27:55","1","76","0614","2","8637","1","1","76","Local Bus","Local Bus","Lincoln Lab/Hanscom Air Force Base - Alewife","76","None","None","line-6276","8","9","2","IN_TRANSIT_TO","8637","Massachusetts Ave @ Winthrop Rd","None","None","42.445822","-71.222267","35","None","104","35","Lexington","104","Massachusetts Avenue","None","None","line-6276","Bedford VA or Lincoln Lab/Hanscom - Alewife","62/76","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"281","G-10256","2308","90","240","42.3397598267","-71.1300735474","None","2019-08-16 02:27:59","1","Green-C","3685-3885","3","70226","1","1","Green-C","Rapid Transit","Rapid Transit","Green Line C","C","None","None","line-Green","4","2","3","INCOMING_AT","70226","Brandon Hall","None","Brandon Hall - Green Line - Park Street & North","42.340038","-71.12866","15","None","None","15","Brookline","None","None","None","None","line-Green","Green Line","None","4","2","4","00843D","2","FFFFFF","4","00843D","2","FFFFFF"
"139","y0873","2166","225","39","42.4543647766","-70.9754638672","None","2019-08-16 02:27:33","2","426","0873","2","7452","2","0","426","Local Bus","Inner Express","Central Square, Lynn - Haymarket or Wonderland via Cliftondale Square","426","None","None","line-426428","8","9","2","IN_TRANSIT_TO","7452","Summer St @ River St","None","None","42.457719","-70.972838","3","None","None","3","Lynn","None","None","None","None","line-426428","Oaklandvale or Central Square, Lynn - Haymarket or Wonderland","426/428","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"308","R-545F3AD0","2335","175","110","42.3415718079","-71.0571136475","None","2019-08-16 02:27:10","2","Red","1824","2","70083","2","0","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","2","IN_TRANSIT_TO","70083","Andrew","None","Andrew - Red Line - Ashmont/Braintree","42.330154","-71.057655","1","None","None","1","Boston","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"331","R-545F381E","2358","340","60","42.2932014465","-71.0658111572","None","2019-08-16 02:27:42","1","Red","1638","1","70092","1","1","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","1","STOPPED_AT","70092","Shawmut","None","Shawmut - Red Line - Alewife","42.293126","-71.065738","1","None","None","1","Boston","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"114","y1624","2141","37","47","42.2967796326","-71.117149353","None","2019-08-16 02:27:53","1","51","1624","2","642","1","1","51","Local Bus","Local Bus","Reservoir - Forest Hills","51","None","None","line-51","8","9","2","IN_TRANSIT_TO","642","Washington St @ Tollgate Way","None","None","42.296255","-71.117613","1","None","None","1","Boston","None","None","None","None","line-51","Reservoir - Forest Hills","51","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"277","y0630","2304","180","10","42.4647712708","-71.0113143921","None","2019-08-16 02:27:57","1","430","0630","2","6212","1","1","430","Local Bus","Local Bus","Saugus Center - Malden Center","430","None","None","line-411430","8","9","2","IN_TRANSIT_TO","6212","Central St @ Columbus Ave","None","None","42.464136","-71.009918","29","None","None","29","Saugus","None","None","None","None","line-411430","Saugus Center or Jack Satter House, Revere - Malden Center","411/430","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"148","y0714","2175","335","26","42.3715248108","-71.1211624146","None","2019-08-16 02:27:53","2","86","0714","2","2565","2","0","86","Local Bus","Local Bus","Sullivan - Reservoir","86","None","None","line-86","8","9","2","IN_TRANSIT_TO","2565","16 Eliot St","None","None","42.371733","-71.121338","8","None","None","8","Cambridge","None","None","None","None","line-86","Sullivan - Reservoir","86","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"102","y1634","2129","133","11","42.2818717957","-71.0875091553","None","2019-08-16 02:27:55","2","21","1634","2","528","2","0","21","Local Bus","Local Bus","Ashmont - Forest Hills","21","None","None","line-21","8","9","2","IN_TRANSIT_TO","528","Morton St @ Norfolk St","None","None","42.281637","-71.087316","1","None","None","1","Boston","None","None","None","None","line-21","Ashmont - Forest Hills","21","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"295","y0659","2322","0","19","42.3631324768","-71.1592788696","None","2019-08-16 02:27:38","2","70","0659","2","1445","2","0","70","Local Bus","Local Bus","Cedarwood - Central Square, Cambridge","70","None","None","line-7070A170","8","9","2","IN_TRANSIT_TO","1445","Arsenal St @ Watertown + Arsenal Mall","None","None","42.363119","-71.159331","30","None","1020","30","Watertown","1020","Arsenal Street","None","None","line-7070A170","Waltham - Central Square, Cambridge or Dudley","70/70A/170","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"158","y1779","2185","0","22","42.3527297974","-71.1319198608","None","2019-08-16 02:27:32","2","66","1779","2","1379","2","0","66","Key Bus","Local Bus","Harvard - Dudley via Allston","66","None","None","line-66","8","9","2","IN_TRANSIT_TO","1379","Harvard Ave @ Brighton Ave","None","None","42.352418","-71.131843","1","None","671","1","Boston","671","Harvard Avenue","None","None","line-66","Harvard - Dudley via Allston","66","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"171","y1784","2198","315","22","42.3521499634","-71.1318511963","None","2019-08-16 02:27:54","2","66","1784","2","1379","2","0","66","Key Bus","Local Bus","Harvard - Dudley via Allston","66","None","None","line-66","8","9","2","IN_TRANSIT_TO","1379","Harvard Ave @ Brighton Ave","None","None","42.352418","-71.131843","1","None","671","1","Boston","671","Harvard Avenue","None","None","line-66","Harvard - Dudley via Allston","66","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"82","1507","2109","19","10","42.2544403076","-71.1257324219","None","2019-08-16 02:27:14","1","CR-Providence","1507","1","Hyde Park","1","1","CR-Providence","Commuter Rail","Commuter Rail","Providence/Stoughton Line","None","None","None","line-Providence","7","2","1","STOPPED_AT","Hyde Park","Hyde Park","None","Hyde Park - Commuter Rail","42.25503","-71.125526","1","None","None","1","Boston","None","None","None","None","line-Providence","Providence/Stoughton Line","None","7","2","7","80276C","2","FFFFFF","7","80276C","2","FFFFFF"
"245","1819","2272","128","4","42.2209892273","-70.9268798828","12.0","2019-08-16 02:27:28","2","CR-Greenbush","1819","2","East Weymouth","2","0","CR-Greenbush","Commuter Rail","Commuter Rail","Greenbush Line","None","None","None","line-Greenbush","7","2","2","IN_TRANSIT_TO","East Weymouth","East Weymouth","None","East Weymouth - Commuter Rail","42.2191","-70.9214","27","None","None","27","Weymouth","None","None","None","None","line-Greenbush","Greenbush Line","None","7","2","7","80276C","2","FFFFFF","7","80276C","2","FFFFFF"
"99","R-545F37D5","2126","0","200","42.3883285522","-71.1189422607","None","2019-08-16 02:27:35","1","Red","1879","1","70066","1","1","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","1","STOPPED_AT","70066","Porter","None","Porter - Red Line - Alewife","42.3884","-71.119149","8","None","None","8","Cambridge","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"213","y0636","2240","0","1","42.3958320618","-71.0283966064","None","2019-08-16 02:27:54","1","92","0636","2","5601","1","1","92","Local Bus","Local Bus","Assembly - Downtown Boston","92","None","None","line-92","8","9","2","IN_TRANSIT_TO","5601","Washington Ave @ Cary Ave","None","None","42.398034","-71.030987","18","None","None","18","Chelsea","None","None","None","None","line-92","Assembly - Downtown Boston","92","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"344","y0668","2371","321","12","42.3968200684","-71.0294189453","None","2019-08-16 02:27:54","2","111","0668","2","5601","2","0","111","Key Bus","Local Bus","Everett, Revere, or Chelsea - Haymarket","111","None","None","line-111","8","9","2","IN_TRANSIT_TO","5601","Washington Ave @ Cary Ave","None","None","42.398034","-71.030987","18","None","None","18","Chelsea","None","None","None","None","line-111","Everett, Revere, or Chelsea - Haymarket","111","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"130","y4104","2157","0","17","42.3684921265","-71.1761627197","None","2019-08-16 02:27:50","2","71","4104","2","2042","2","0","71","Key Bus","Local Bus","Watertown Square - Harvard","71","None","None","line-71","8","9","2","IN_TRANSIT_TO","2042","Mt Auburn St @ Russell Ave","None","None","42.36848","-71.176239","30","None","None","30","Watertown","None","None","None","None","line-71","Watertown Square - Harvard","71","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"292","y1824","2319","0","1","42.3649253845","-71.1031265259","None","2019-08-16 02:27:49","1","47","1824","2","72","1","1","47","Local Bus","Local Bus","Central Square, Cambridge - Broadway Station","47","None","None","line-47","8","9","2","IN_TRANSIT_TO","72","Massachusetts Ave @ Pearl St","None","None","42.364915","-71.103074","8","None","None","8","Cambridge","None","None","None","None","line-47","Central Square, Cambridge - Broadway Station","47","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"294","y1887","2321","251","6","42.3472595215","-71.0678863525","None","2019-08-16 02:27:54","2","9","1887","2","147","2","0","9","Local Bus","Local Bus","City Point - Copley via Broadway Station","9","None","None","line-9","8","9","2","IN_TRANSIT_TO","147","Herald St @ Tremont St","None","None","42.347374","-71.068436","1","None","None","1","Boston","None","None","None","None","line-9","City Point - Copley via Broadway Station","9","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"211","B-545F3ABA","2238","260","90","42.3590812683","-71.0550918579","None","2019-08-16 02:27:45","2","Blue","0703","3","70041","2","0","Blue","Rapid Transit","Rapid Transit","Blue Line","None","None","None","line-Blue","5","2","3","INCOMING_AT","70041","State","None","State - Blue Line - Bowdoin","42.358978","-71.057598","1","None","None","1","Boston","None","None","None","None","line-Blue","Blue Line","None","5","2","5","003DA5","2","FFFFFF","5","003DA5","2","FFFFFF"
"47","y1674","2074","0","4","42.3087081909","-71.1154937744","None","2019-08-16 02:27:42","1","39","1674","2","1128","1","1","39","Key Bus","Local Bus","Forest Hills - Back Bay Station","39","None","None","line-39","8","9","2","IN_TRANSIT_TO","1128","South St @ Sedgwick St","None","None","42.308588","-71.115487","1","None","None","1","Boston","None","None","None","None","line-39","Forest Hills - Back Bay Station","39","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"5","y0854","2032","111","34","42.3716163635","-71.0389709473","None","2019-08-16 02:27:54","1","116","0854","2","5737","1","1","116","Key Bus","Local Bus","Wonderland - Maverick via Revere Street","116","None","None","line-114116117","8","9","2","IN_TRANSIT_TO","5737","Meridian St @ Havre St","None","None","42.37203","-71.039105","1","None","None","1","Boston","None","None","None","None","line-114116117","Wonderland or Chelsea - Maverick","114/116/117","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"206","y0831","2233","329","5","42.2504577637","-70.8913879395","None","2019-08-16 02:27:52","1","220","0831","2","3593","1","1","220","Local Bus","Local Bus","Hingham Depot - Quincy Center","220","None","None","line-220221222","8","9","2","IN_TRANSIT_TO","3593","Opp 154 Otis St","None","None","42.252697","-70.892989","50","None","287","50","Hingham","287","Otis Street","None","None","line-220221222","East Weymouth, Hingham Depot, or Fort Point - Quincy Center","220/221/222","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"136","y1609","2163","14","11","42.287071228","-71.090423584","None","2019-08-16 02:27:55","1","29","1609","2","1733","1","1","29","Local Bus","Local Bus","Mattapan - Jackson Square","29","None","None","line-29","8","9","2","IN_TRANSIT_TO","1733","Blue Hill Ave @ Arbutus St","None","None","42.287966","-71.089996","1","None","None","1","Boston","None","None","None","None","line-29","Mattapan - Jackson Square","29","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"263","O-545F3A50","2290","357","170","42.4016113281","-71.0771331787","None","2019-08-16 02:21:54","1","Orange","1230","1","70033","1","1","Orange","Rapid Transit","Rapid Transit","Orange Line","None","None","None","line-Orange","3","2","1","STOPPED_AT","70033","Wellington","None","Wellington - Orange Line - Oak Grove","42.40237","-71.077082","11","None","None","11","Medford","None","None","None","None","line-Orange","Orange Line","None","3","2","3","ED8B00","2","FFFFFF","3","ED8B00","2","FFFFFF"
"350","y1825","2377","233","7","42.3435783386","-71.0724411011","None","2019-08-16 02:27:54","2","43","1825","2","1246","2","0","43","Local Bus","Local Bus","Ruggles - Downtown Boston","43","None","None","line-43","8","9","2","IN_TRANSIT_TO","1246","Tremont St @ Union Pk","None","None","42.343673","-71.072264","1","None","None","1","Boston","None","None","None","None","line-43","Ruggles - Downtown Boston","43","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"121","R-545F2BB1","2148","310","160","42.3579216003","-71.0654830933","None","2019-08-16 02:27:08","1","Red","1519","3","70074","1","1","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","3","INCOMING_AT","70074","Charles/MGH","None","Charles/MGH - Red Line - Alewife","42.361166","-71.070628","1","None","None","1","Boston","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"37","1636","2064","155","11","42.4113807678","-71.3239212036","10.0","2019-08-16 02:27:19","1","CR-Fitchburg","1636","2","Kendal Green","1","1","CR-Fitchburg","Commuter Rail","Commuter Rail","Fitchburg Line","None","None","None","line-Fitchburg","7","2","2","IN_TRANSIT_TO","Kendal Green","Kendal Green","None","Kendal Green - Commuter Rail","42.37897","-71.282411","65","None","None","65","Weston","None","None","None","None","line-Fitchburg","Fitchburg Line","None","7","2","7","80276C","2","FFFFFF","7","80276C","2","FFFFFF"
"150","G-10036","2177","210","90","42.3555908203","-71.0633392334","None","2019-08-16 02:27:41","2","Green-E","3862-3707","3","70159","2","0","Green-E","Rapid Transit","Rapid Transit","Green Line E","E","None","None","line-Green","4","2","3","INCOMING_AT","70159","Boylston","None","Boylston - Green Line - Copley & West","42.353214","-71.064545","1","None","None","1","Boston","None","None","None","None","line-Green","Green Line","None","4","2","4","00843D","2","FFFFFF","4","00843D","2","FFFFFF"
"76","G-10145","2103","240","120","42.3499603271","-71.0779190063","None","2019-08-16 02:27:21","2","Green-B","3811-3840","3","70153","2","0","Green-B","Rapid Transit","Rapid Transit","Green Line B","B","None","None","line-Green","4","2","3","INCOMING_AT","70153","Hynes Convention Center","None","Hynes Convention Center - Green Line - Kenmore & West","42.347888","-71.087903","1","None","None","1","Boston","None","None","None","None","line-Green","Green Line","None","4","2","4","00843D","2","FFFFFF","4","00843D","2","FFFFFF"
"310","y1711","2337","180","27","42.3489685059","-71.0744094849","None","2019-08-16 02:27:55","1","39","1711","2","23391","1","1","39","Key Bus","Local Bus","Forest Hills - Back Bay Station","39","None","None","line-39","8","9","2","IN_TRANSIT_TO","23391","Back Bay","None","Back Bay - Busway","42.347441","-71.074592","1","None","400","1","Boston","400","Busway","None","None","line-39","Forest Hills - Back Bay Station","39","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"175","R-545F31C7","2202","10","1","42.2074890137","-71.0017318726","None","2019-08-16 02:17:43","1","Red","1611","1","Braintree-02","1","1","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","1","STOPPED_AT","Braintree-02","Braintree","None","Braintree - Red Line - Track 2","42.207481","-71.00164","22","None","None","22","Braintree","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"118","R-545F380D","2145","315","40","42.2731513977","-71.0273666382","None","2019-08-16 02:27:40","1","Red","1701","3","70098","1","1","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","3","INCOMING_AT","70098","North Quincy","None","North Quincy - Red Line - Alewife","42.275275","-71.029583","7","None","None","7","Quincy","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"22","y0838","2049","0","1","42.4126091003","-70.9921646118","None","2019-08-16 02:27:22","1","442","0838","2","15795","1","1","442","Local Bus","Local Bus","Marblehead - Wonderland via Humphrey Street","442","None","None","line-441442448449","8","9","2","IN_TRANSIT_TO","15795","Wonderland","None","Wonderland - Busway","42.413385","-70.99205","14","None","None","14","Revere","None","None","None","None","line-441442448449","Marblehead - Wonderland or Downtown Crossing","441/442/448/449","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"29","y0868","2056","90","1","42.4129562378","-70.9916534424","None","2019-08-16 02:27:54","2","455","0868","2","15795","2","0","455","Local Bus","Local Bus","Salem Depot - Wonderland","455","None","None","line-455459","8","9","2","IN_TRANSIT_TO","15795","Wonderland","None","Wonderland - Busway","42.413385","-70.99205","14","None","None","14","Revere","None","None","None","None","line-455459","Salem Depot - Wonderland or Downtown Crossing","455/459","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"278","y1904","2305","300","23","42.3703041077","-71.1131362915","None","2019-08-16 02:27:52","2","1","1904","2","108","2","0","1","Key Bus","Local Bus","Harvard - Dudley via Massachusetts Avenue","1","None","None","line-1701","8","9","2","IN_TRANSIT_TO","108","Massachusetts Ave @ Trowbridge St","None","None","42.37027","-71.112998","8","None","None","8","Cambridge","None","None","None","None","line-1701","Harvard or Central Square - Boston Medical Center or Dudley via Massachusetts Avenue","1/CT1","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"13","y1662","2040","248","10","42.3356399536","-71.1010971069","None","2019-08-16 02:27:52","2","39","1662","2","92391","2","0","39","Key Bus","Local Bus","Forest Hills - Back Bay Station","39","None","None","line-39","8","9","2","IN_TRANSIT_TO","92391","677 Huntington Ave","None","None","42.335111","-71.102717","1","None","445","1","Boston","445","Huntington Avenue","None","None","line-39","Forest Hills - Back Bay Station","39","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"64","y0853","2091","308","2","42.4003257751","-70.9963378906","None","2019-08-16 02:27:53","2","119","0853","2","15808","2","0","119","Local Bus","Local Bus","Northgate Shopping Center - Beachmont","119","None","None","line-119","8","9","2","IN_TRANSIT_TO","15808","Tomasello Way","None","None","42.399383","-70.998214","14","None","None","14","Revere","None","None","None","None","line-119","Northgate Shopping Center - Beachmont","119","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"117","y1796","2144","335","3","42.28748703","-71.0650405884","None","2019-08-16 02:27:54","1","23","1796","2","369","1","1","23","Key Bus","Local Bus","Ashmont - Ruggles via Washington Street","23","None","None","line-23","8","9","2","IN_TRANSIT_TO","369","Talbot Ave @ Welles Ave","None","None","42.289135","-71.067039","1","None","None","1","Boston","None","None","None","None","line-23","Ashmont - Ruggles via Washington Street","23","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"313","y0710","2340","110","31","42.4116477966","-71.0185699463","None","2019-08-16 02:27:54","2","111","0710","2","5583","2","0","111","Key Bus","Local Bus","Everett, Revere, or Chelsea - Haymarket","111","None","None","line-111","8","9","2","IN_TRANSIT_TO","5583","Park Ave @ S Cambridge St","None","None","42.411643","-71.018718","14","None","None","14","Revere","None","None","None","None","line-111","Everett, Revere, or Chelsea - Haymarket","111","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"59","y1879","2086","270","12","42.3354797363","-71.0451126099","None","2019-08-16 02:27:54","1","9","1879","2","158","1","1","9","Local Bus","Local Bus","City Point - Copley via Broadway Station","9","None","None","line-9","8","9","2","IN_TRANSIT_TO","158","442 W Broadway","None","None","42.336218","-71.046724","1","None","None","1","Boston","None","None","None","None","line-9","City Point - Copley via Broadway Station","9","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"340","y1792","2367","90","2","42.3519706726","-71.0562133789","None","2019-08-16 02:26:36","2","11","1792","2","6564","2","0","11","Local Bus","Local Bus","City Point - Downtown Boston","11","None","None","line-11","8","9","2","IN_TRANSIT_TO","6564","Summer St @ South Station - Red Line entrance","None","None","42.352253","-71.054774","1","None","None","1","Boston","None","None","None","None","line-11","City Point - Downtown Boston","11","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"298","G-10102","2325","135","170","42.3492507935","-71.1006393433","None","2019-08-16 02:27:55","1","Green-B","3816-3644","3","70148","1","1","Green-B","Rapid Transit","Rapid Transit","Green Line B","B","None","None","line-Green","4","2","3","INCOMING_AT","70148","Blandford Street","None","Blandford Street - Green Line - Park Street & North","42.349165","-71.099821","1","None","None","1","Boston","None","None","None","None","line-Green","Green Line","None","4","2","4","00843D","2","FFFFFF","4","00843D","2","FFFFFF"
"328","R-545F383D","2355","160","170","42.2907600403","-71.0652999878","None","2019-08-16 02:27:49","2","Red","1800","2","70093","2","0","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","2","IN_TRANSIT_TO","70093","Ashmont","None","Ashmont - Red Line - Exit Only","42.284239","-71.063601","1","None","None","1","Boston","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"23","y0604","2050","72","1","42.4812202454","-71.1086807251","None","2019-08-16 02:27:55","1","132","0604","2","25989","1","1","132","Local Bus","Local Bus","Redstone Shopping Center - Malden Center","132","None","None","line-131132","8","9","2","IN_TRANSIT_TO","25989","Redstone Shopping Center Access Rd","None","None","42.494932","-71.101946","41","None","None","41","Stoneham","None","None","None","None","line-131132","Melrose Highlands or Redstone - Oak Grove or Malden Center","131/132","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"25","y1758","2052","0","9","42.3395767212","-71.0805282593","None","2019-08-16 02:27:49","2","1","1758","2","87","2","0","1","Key Bus","Local Bus","Harvard - Dudley via Massachusetts Avenue","1","None","None","line-1701","8","9","2","IN_TRANSIT_TO","87","Massachusetts Ave @ Tremont St","None","None","42.339459","-71.080362","1","None","None","1","Boston","None","None","None","None","line-1701","Harvard or Central Square - Boston Medical Center or Dudley via Massachusetts Avenue","1/CT1","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"34","y0823","2061","289","2","42.431427002","-71.0161895752","None","2019-08-16 02:27:54","1","429","0823","2","7415","1","1","429","Local Bus","Local Bus","Northgate Shopping Center - Central Square, Lynn","429","None","None","line-429","8","9","2","IN_TRANSIT_TO","7415","Squire Rd @ Showcase Cinema","None","None","42.430745","-71.020858","14","None","2180","14","Revere","2180","Squire Road","None","None","line-429","Northgate Shopping Center - Central Square, Lynn","429","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"127","y0891","2154","55","2","42.4285125732","-71.0183258057","None","2019-08-16 02:27:54","2","426","0891","2","7415","2","0","426","Local Bus","Inner Express","Central Square, Lynn - Haymarket or Wonderland via Cliftondale Square","426","None","None","line-426428","8","9","2","IN_TRANSIT_TO","7415","Squire Rd @ Showcase Cinema","None","None","42.430745","-71.020858","14","None","2180","14","Revere","2180","Squire Road","None","None","line-426428","Oaklandvale or Central Square, Lynn - Haymarket or Wonderland","426/428","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"144","y1791","2171","267","14","42.3525848389","-71.1320648193","None","2019-08-16 02:27:53","1","66","1791","2","928","1","1","66","Key Bus","Local Bus","Harvard - Dudley via Allston","66","None","None","line-66","8","9","2","IN_TRANSIT_TO","928","Brighton Ave @ Harvard Ave","None","None","42.352822","-71.131746","1","None","None","1","Boston","None","None","None","None","line-66","Harvard - Dudley via Allston","66","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"261","G-10225","2288","45","90","42.3501281738","-71.1315765381","None","2019-08-16 02:27:54","1","Green-B","3654-3709","1","70130","1","1","Green-B","Rapid Transit","Rapid Transit","Green Line B","B","None","None","line-Green","4","2","1","STOPPED_AT","70130","Harvard Avenue","None","Harvard Avenue - Green Line - Park Street & North","42.350263","-71.131298","1","None","None","1","Boston","None","None","None","None","line-Green","Green Line","None","4","2","4","00843D","2","FFFFFF","4","00843D","2","FFFFFF"
"246","y0775","2273","54","14","42.3964042664","-71.0276641846","None","2019-08-16 02:27:55","2","117","0775","2","35751","2","0","117","Key Bus","Local Bus","Wonderland - Maverick via Beach Street","117","None","None","line-114116117","8","9","2","IN_TRANSIT_TO","35751","Broadway @ Cary Ave","None","None","42.396041","-71.028178","18","None","None","18","Chelsea","None","None","None","None","line-114116117","Wonderland or Chelsea - Maverick","114/116/117","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
