VEHICLE_DATA_HISTORY_ID,VEHICLE_ID,VEHICLE_DATA_ID,BEARING,CURRENT_STOP_SEQUENCE,LATITUDE,LONGITUDE,SPEED,UPDATED_AT,DIRECTION_ID,ROUTE_ID,LABEL,CURRENT_STATUS,STOP_ID,DIRECTION_ID,DIRECTION,ROUTE_ID,DESCRIPTION,FARE_CLASS,LONG_NAME,SHORT_NAME,DIRECTION_ID,DESTINATION_ID,LINE_ID,COLOR,TEXT_COLOR,STATUS_ID,STATUS,STOP_ID,NAME,ADDRESS,DESCRIPTION,LATITUDE,LONGITUDE,MUNICIPALITY_ID,AT_STREET,ON_STREET,MUNICIPALITY_ID,MUNICIPALITY,STREET_ID,STREET,STREET_ID,STREET,LINE_ID,LONG_NAME,SHORT_NAME,COLOR,TEXT_COLOR,COLOR_ID,COLOR,COLOR_ID,COLOR,COLOR_ID,COLOR,COLOR_ID,COLOR
"174","O-545F37CC","2201","195","160","42.3231887817","-71.0998764038","None","2019-08-16 02:27:31","2","Orange","1208","1","70006","2","0","Orange","Rapid Transit","Rapid Transit","Orange Line","None","None","None","line-Orange","3","2","1","STOPPED_AT","70006","Jackson Square","None","Jackson Square - Orange Line - Forest Hills","42.323132","-71.099592","1","None","None","1","Boston","None","None","None","None","line-Orange","Orange Line","None","3","2","3","ED8B00","2","FFFFFF","3","ED8B00","2","FFFFFF"
"11","y1640","2038","180","1","42.3293190002","-71.0837936401","None","2019-08-16 02:27:34","1","42","1640","2","64000","1","1","42","Local Bus","Local Bus","Forest Hills - Dudley","42","None","None","line-42","8","9","2","IN_TRANSIT_TO","64000","Dudley Square","None","None","42.329544","-71.083982","1","None","400","1","Boston","400","Busway","None","None","line-42","Forest Hills - Dudley","42","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"100","y1254","2127","270","6","42.3295288086","-71.0837936401","None","2019-08-16 02:27:40","2","28","1254","2","64000","2","0","28","Key Bus","Local Bus","Mattapan - Ruggles","28","None","None","line-28","8","9","2","IN_TRANSIT_TO","64000","Dudley Square","None","None","42.329544","-71.083982","1","None","400","1","Boston","400","Busway","None","None","line-28","Mattapan - Ruggles","28","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"210","y4106","2237","283","14","42.3773994446","-71.1671295166","None","2019-08-16 02:27:56","2","73","4106","2","2124","2","0","73","Key Bus","Local Bus","Waverley Square - Harvard","73","None","None","line-73","8","9","2","IN_TRANSIT_TO","2124","Belmont St @ Payson Rd","None","None","42.377259","-71.16635","32","None","None","32","Belmont","None","None","None","None","line-73","Waverley Square - Harvard","73","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"207","y0684","2234","225","25","42.3990135193","-71.0631027222","None","2019-08-16 02:27:56","1","104","0684","2","5498","1","1","104","Local Bus","Local Bus","Malden Center - Sullivan via Ferry Street","104","None","None","line-104109","8","9","2","IN_TRANSIT_TO","5498","Broadway opp Beacham St","None","None","42.398286","-71.063754","21","None","None","21","Everett","None","None","None","None","line-104109","Linden Square or Malden Center - Sullivan","104/109","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"346","y0642","2373","336","57","42.4984550476","-70.8950500488","None","2019-08-16 02:27:55","2","455","0642","2","6167","2","0","455","Local Bus","Local Bus","Salem Depot - Wonderland","455","None","None","line-455459","8","9","2","IN_TRANSIT_TO","6167","Loring Ave @ Sumner Rd","None","None","42.498191","-70.894903","17","None","None","17","Salem","None","None","None","None","line-455459","Salem Depot - Wonderland or Downtown Crossing","455/459","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"28","1818","2055","260","12","42.2830696106","-71.3928070068","None","2019-08-16 02:27:14","2","CR-Worcester","1818","1","West Natick","2","0","CR-Worcester","Commuter Rail","Commuter Rail","Framingham/Worcester Line","None","None","None","line-Worcester","7","2","1","STOPPED_AT","West Natick","West Natick","None","West Natick - Commuter Rail","42.283064","-71.391797","75","None","None","75","Natick","None","None","None","None","line-Worcester","Framingham/Worcester Line","None","7","2","7","80276C","2","FFFFFF","7","80276C","2","FFFFFF"
"221","y1721","2248","45","1","42.3640098572","-71.1854171753","None","2019-08-16 02:27:26","2","57","1721","2","900","2","0","57","Key Bus","Local Bus","Watertown Yard - Kenmore","57","None","None","line-5757A","8","9","2","IN_TRANSIT_TO","900","Watertown Yard","20 Watertown St, Watertown, MA 02472","None","42.364307","-71.185703","30","None","None","30","Watertown","None","None","None","None","line-5757A","Watertown Yard or Oak Square - Kenmore","57/57A","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"180","1630","2207","322","1","42.3670883179","-71.062828064","None","2019-08-16 02:27:33","2","CR-Fitchburg","1630","1","North Station","2","0","CR-Fitchburg","Commuter Rail","Commuter Rail","Fitchburg Line","None","None","None","line-Fitchburg","7","2","1","STOPPED_AT","North Station","North Station","None","North Station - Commuter Rail","42.366417","-71.062326","1","None","None","1","Boston","None","None","None","None","line-Fitchburg","Fitchburg Line","None","7","2","7","80276C","2","FFFFFF","7","80276C","2","FFFFFF"
"279","1800","2306","135","1","42.3667793274","-71.0627365112","None","2019-08-16 02:27:39","2","CR-Newburyport","1800","1","North Station","2","0","CR-Newburyport","Commuter Rail","Commuter Rail","Newburyport/Rockport Line","None","None","None","line-Newburyport","7","2","1","STOPPED_AT","North Station","North Station","None","North Station - Commuter Rail","42.366417","-71.062326","1","None","None","1","Boston","None","None","None","None","line-Newburyport","Newburyport/Rockport Line","None","7","2","7","80276C","2","FFFFFF","7","80276C","2","FFFFFF"
"355","1650","2382","323","1","42.3672790527","-71.0634994507","None","2019-08-16 02:22:06","2","CR-Haverhill","1650","1","North Station","2","0","CR-Haverhill","Commuter Rail","Commuter Rail","Haverhill Line","None","None","None","line-Haverhill","7","2","1","STOPPED_AT","North Station","North Station","None","North Station - Commuter Rail","42.366417","-71.062326","1","None","None","1","Boston","None","None","None","None","line-Haverhill","Haverhill Line","None","7","2","7","80276C","2","FFFFFF","7","80276C","2","FFFFFF"
"271","R-545F37D0","2298","95","60","42.3622817993","-71.0837936401","None","2019-08-16 02:27:34","2","Red","1726","3","70073","2","0","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","3","INCOMING_AT","70073","Charles/MGH","None","Charles/MGH - Red Line - Ashmont/Braintree","42.361166","-71.070628","1","None","None","1","Boston","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"280","R-545F225C","2307","135","40","42.3722991943","-71.115852356","None","2019-08-16 02:27:09","2","Red","1732","2","70069","2","0","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","2","IN_TRANSIT_TO","70069","Central","None","Central - Red Line - Ashmont/Braintree","42.365304","-71.103621","8","None","None","8","Cambridge","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"58","y1747","2085","225","1","42.3493690491","-71.076713562","None","2019-08-16 02:27:12","1","10","1747","2","178","1","1","10","Local Bus","Local Bus","City Point - Copley via Boston Medical Center","10","None","None","line-510","8","9","2","IN_TRANSIT_TO","178","Saint James Ave @ Dartmouth St","None","None","42.349373","-71.076911","1","None","None","1","Boston","None","None","None","None","line-510","City Point - Copley or McCormack Housing","5/10","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"176","y1434","2203","122","28","42.3907089233","-71.1218795776","None","2019-08-16 02:27:53","1","77","1434","2","2300","1","1","77","Key Bus","Local Bus","Arlington Heights - Harvard","77","None","None","line-77","8","9","2","IN_TRANSIT_TO","2300","Massachusetts Ave opp Beech St","None","None","42.389913","-71.12071","8","None","None","8","Cambridge","None","None","None","None","line-77","Arlington Heights - Harvard","77","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"228","y1431","2255","76","6","42.3811683655","-71.1388931274","None","2019-08-16 02:27:53","1","72","1431","2","2083","1","1","72","Local Bus","Local Bus","Huron Avenue - Harvard","72","None","None","line-72","8","9","2","IN_TRANSIT_TO","2083","Huron Ave @ Gurney St","None","None","42.381198","-71.137926","8","None","None","8","Cambridge","None","None","None","None","line-72","Huron Avenue - Harvard","72","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"84","R-545F3775","2111","170","120","42.3205184937","-71.0522613525","None","2019-08-16 02:24:43","2","Red","1836","1","70095","2","0","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","1","STOPPED_AT","70095","JFK/UMass","None","JFK/UMass - Red Line - Braintree","42.320685","-71.052391","1","None","None","1","Boston","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"88","y1744","2115","37","24","42.3407974243","-71.1052856445","None","2019-08-16 02:27:54","2","47","1744","2","1805","2","0","47","Local Bus","Local Bus","Central Square, Cambridge - Broadway Station","47","None","None","line-47","8","9","2","IN_TRANSIT_TO","1805","Brookline Ave opp Short St","None","None","42.340438","-71.105523","1","None","27","1","Boston","27","Brookline Avenue","None","None","line-47","Central Square, Cambridge - Broadway Station","47","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"264","y1859","2291","50","28","42.3332290649","-71.0916137695","None","2019-08-16 02:27:54","1","44","1859","2","1224","1","1","44","Local Bus","Local Bus","Jackson Square - Ruggles","44","None","None","line-44","8","9","2","IN_TRANSIT_TO","1224","Tremont St opp Prentiss St","None","None","42.332706","-71.092343","1","None","87","1","Boston","87","Tremont Street","None","None","line-44","Jackson Square - Ruggles","44","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"62","y1112","2089","59","5","42.3680839539","-71.0248641968","None","2019-08-16 02:27:52","2","743","1112","2","7096","2","0","743","Key Bus","Rapid Transit","Chelsea - South Station","SL3","None","None","line-SLWaterfront","6","2","2","IN_TRANSIT_TO","7096","Airport","None","Airport - Silver Line - SL3 Chelsea","42.374693","-71.029333","1","None","2519","1","Boston","2519","Airport Station Bus Access","None","None","line-SLWaterfront","Silver Line SL1/SL2/SL3","None","6","2","6","7C878E","2","FFFFFF","6","7C878E","2","FFFFFF"
"237","y1270","2264","181","31","42.2754211426","-71.0936965942","None","2019-08-16 02:27:54","2","28","1270","2","1717","2","0","28","Key Bus","Local Bus","Mattapan - Ruggles","28","None","None","line-28","8","9","2","IN_TRANSIT_TO","1717","Blue Hill Ave @ Almont St","None","None","42.274185","-71.093802","1","None","None","1","Boston","None","None","None","None","line-28","Mattapan - Ruggles","28","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"203","y0888","2230","64","15","42.3831787109","-71.0167160034","None","2019-08-16 02:27:54","2","120","0888","2","5875","2","0","120","Local Bus","Local Bus","Orient Heights - Maverick","120","None","None","line-120121","8","9","2","IN_TRANSIT_TO","5875","Bennington St @ Byron St","None","None","42.383401","-71.01609","1","None","None","1","Boston","None","None","None","None","line-120121","Orient Heights or Wood Island - Maverick","120/121","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"327","G-10207","2354","315","570","42.3372306824","-71.2520828247","None","2019-08-16 02:25:25","2","Green-D","3890-3717","1","70161","2","0","Green-D","Rapid Transit","Rapid Transit","Green Line D","D","None","None","line-Green","4","2","1","STOPPED_AT","70161","Riverside","None","Riverside - Green Line - Exit Only","42.337321","-71.252357","4","None","None","4","Newton","None","None","None","None","line-Green","Green Line","None","4","2","4","00843D","2","FFFFFF","4","00843D","2","FFFFFF"
"349","y1656","2376","186","16","42.2692832947","-71.0937423706","None","2019-08-16 02:27:53","2","31","1656","2","1720","2","0","31","Local Bus","Local Bus","Mattapan - Forest Hills via Morton Street","31","None","None","line-31","8","9","2","IN_TRANSIT_TO","1720","Blue Hill Ave @ Mattapan Sq","None","None","42.26876","-71.093955","1","None","None","1","Boston","None","None","None","None","line-31","Mattapan - Forest Hills via Morton Street","31","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"96","y0758","2123","331","1","42.2527809143","-71.0064620972","None","2019-08-16 02:27:54","1","225","0758","2","32001","1","1","225","Local Bus","Local Bus","Weymouth Landing or Columbian Square - Quincy Center","225","None","None","line-225","8","9","2","IN_TRANSIT_TO","32001","Quincy Center","None","Quincy Center - Berth 1","42.251696","-71.004973","7","None","400","7","Quincy","400","Busway","None","None","line-225","Weymouth Landing or Columbian Square - Quincy Center","225","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"138","G-10284","2165","225","660","42.3321800232","-71.1117935181","None","2019-08-16 02:27:31","2","Green-E","3687-3802","3","70255","2","0","Green-E","Rapid Transit","Rapid Transit","Green Line E","E","None","None","line-Green","4","2","3","INCOMING_AT","70255","Riverway","None","Riverway - Green Line - (E) Heath Street","42.331391","-71.111925","1","None","None","1","Boston","None","None","None","None","line-Green","Green Line","None","4","2","4","00843D","2","FFFFFF","4","00843D","2","FFFFFF"
"156","y0627","2183","253","15","42.4863014221","-71.2069549561","None","2019-08-16 02:27:53","1","350","0627","2","18241","1","1","350","Local Bus","Local Bus","North Burlington - Alewife","350","None","None","line-350351","8","9","2","IN_TRANSIT_TO","18241","Burlington Mall @ Macys","None","None","42.480528","-71.212575","28","None","None","28","Burlington","None","None","None","None","line-350351","North Burlington or Bedford Woods - Alewife","350/351","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"202","y0617","2229","0","8","42.3823661804","-71.1307449341","None","2019-08-16 02:27:55","2","75","0617","2","2176","2","0","75","Local Bus","Local Bus","Belmont Center - Harvard via Fresh Pond Parkway","75","None","None","line-7475","8","9","2","IN_TRANSIT_TO","2176","Concord Ave @ Huron Ave","None","None","42.382317","-71.130813","8","None","None","8","Cambridge","None","None","None","None","line-7475","Belmont Center - Harvard","74/75","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"220","1825","2247","319","1","42.1227416992","-71.1023101807","None","2019-08-16 02:27:34","1","CR-Providence","1825","1","Stoughton","1","1","CR-Providence","Commuter Rail","Commuter Rail","Providence/Stoughton Line","None","None","None","line-Providence","7","2","1","STOPPED_AT","Stoughton","Stoughton","None","Stoughton - Commuter Rail","42.124084","-71.103627","99","None","None","99","Stoughton","None","None","None","None","line-Providence","Providence/Stoughton Line","None","7","2","7","80276C","2","FFFFFF","7","80276C","2","FFFFFF"
"161","y1445","2188","212","17","42.4135856628","-71.0495452881","None","2019-08-16 02:27:55","1","109","1445","2","5489","1","1","109","Local Bus","Local Bus","Linden Square - Sullivan","109","None","None","line-104109","8","9","2","IN_TRANSIT_TO","5489","Broadway @ Waverly Ave","None","None","42.413847","-71.049348","21","None","None","21","Everett","None","None","None","None","line-104109","Linden Square or Malden Center - Sullivan","104/109","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"189","R-545F37CD","2216","275","170","42.3620300293","-71.0808792114","None","2019-08-16 02:27:51","1","Red","1826","2","70072","1","1","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","2","IN_TRANSIT_TO","70072","Kendall/MIT","None","Kendall/MIT - Red Line - Alewife","42.362434","-71.085591","8","None","None","8","Cambridge","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"106","G-10012","2133","135","340","42.3218803406","-71.2227706909","None","2019-08-16 02:27:54","1","Green-D","3609-3867","3","70166","1","1","Green-D","Rapid Transit","Rapid Transit","Green Line D","D","None","None","line-Green","4","2","3","INCOMING_AT","70166","Eliot","None","Eliot - Green Line - Park Street & North","42.318957","-71.216776","4","None","None","4","Newton","None","None","None","None","line-Green","Green Line","None","4","2","4","00843D","2","FFFFFF","4","00843D","2","FFFFFF"
"9","G-10136","2036","300","640","42.3657417297","-71.0646591187","None","2019-08-16 02:27:27","1","Green-E","3628-3801","3","70207","1","1","Green-E","Rapid Transit","Rapid Transit","Green Line E","E","None","None","line-Green","4","2","3","INCOMING_AT","70207","Science Park","None","Science Park - Green Line - Lechmere","42.366664","-71.067666","1","None","None","1","Boston","None","None","None","None","line-Green","Green Line","None","4","2","4","00843D","2","FFFFFF","4","00843D","2","FFFFFF"
"157","y1409","2184","163","5","42.402179718","-71.1267166138","None","2019-08-16 02:27:53","1","87","1409","2","2578","1","1","87","Local Bus","Local Bus","Clarendon Hill or Arlington Center - Lechmere via Somerville Avenue","87","None","None","line-87","8","9","2","IN_TRANSIT_TO","2578","Holland St @ Moore St","None","None","42.402484","-71.126893","25","None","None","25","Somerville","None","None","None","None","line-87","Clarendon Hill or Arlington Center - Lechmere via Somerville Avenue","87","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"95","y1446","2122","220","14","42.4253501892","-71.0678634644","None","2019-08-16 02:27:53","1","106","1446","2","15431","1","1","106","Local Bus","Local Bus","Lebanon Street, Malden - Wellington","106","None","None","line-106","8","9","2","IN_TRANSIT_TO","15431","Centre St @ Jackson St","None","None","42.425461","-71.070337","33","None","182","33","Malden","182","Centre Street","None","None","line-106","Lebanon Street, Malden - Wellington","106","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"147","y1131","2174","270","8","42.3480224609","-71.0425567627","None","2019-08-16 02:26:05","1","741","1131","2","74615","1","1","741","Key Bus","Rapid Transit","Logan Airport - South Station","SL1","None","None","line-SLWaterfront","6","2","2","IN_TRANSIT_TO","74615","World Trade Center","None","World Trade Center - Silver Line - South Station","42.34863","-71.04246","1","None","2655","1","Boston","2655","Waterfront","None","None","line-SLWaterfront","Silver Line SL1/SL2/SL3","None","6","2","6","7C878E","2","FFFFFF","6","7C878E","2","FFFFFF"
"194","y1294","2221","309","8","42.347858429","-71.0413742065","None","2019-08-16 02:27:51","1","742","1294","2","74615","1","1","742","Key Bus","Rapid Transit","Design Center - South Station","SL2","None","None","line-SLWaterfront","6","2","2","IN_TRANSIT_TO","74615","World Trade Center","None","World Trade Center - Silver Line - South Station","42.34863","-71.04246","1","None","2655","1","Boston","2655","Waterfront","None","None","line-SLWaterfront","Silver Line SL1/SL2/SL3","None","6","2","6","7C878E","2","FFFFFF","6","7C878E","2","FFFFFF"
"357","y1101","2384","0","8","42.3481903076","-71.0420227051","None","2019-08-16 02:26:17","1","742","1101","2","74615","1","1","742","Key Bus","Rapid Transit","Design Center - South Station","SL2","None","None","line-SLWaterfront","6","2","2","IN_TRANSIT_TO","74615","World Trade Center","None","World Trade Center - Silver Line - South Station","42.34863","-71.04246","1","None","2655","1","Boston","2655","Waterfront","None","None","line-SLWaterfront","Silver Line SL1/SL2/SL3","None","6","2","6","7C878E","2","FFFFFF","6","7C878E","2","FFFFFF"
"111","y4127","2138","0","1","42.3975944519","-71.1292800903","None","2019-08-16 02:27:25","2","71","4127","2","2020","2","0","71","Key Bus","Local Bus","Watertown Square - Harvard","71","None","None","line-71","8","9","2","IN_TRANSIT_TO","2020","Mt Auburn St @ Story St","None","None","42.373515","-71.12327","8","None","None","8","Cambridge","None","None","None","None","line-71","Watertown Square - Harvard","71","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"145","y4110","2172","114","1","42.3729476929","-71.121887207","None","2019-08-16 02:27:54","1","73","4110","2","2020","1","1","73","Key Bus","Local Bus","Waverley Square - Harvard","73","None","None","line-73","8","9","2","IN_TRANSIT_TO","2020","Mt Auburn St @ Story St","None","None","42.373515","-71.12327","8","None","None","8","Cambridge","None","None","None","None","line-73","Waverley Square - Harvard","73","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"250","R-545F252D","2277","10","1","42.2074890137","-71.0015563965","None","2019-08-16 02:26:06","1","Red","1703","1","Braintree-01","1","1","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","1","STOPPED_AT","Braintree-01","Braintree","None","Braintree - Red Line - Track 1","42.207481","-71.00164","22","None","None","22","Braintree","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"193","B-545F3A81","2220","230","50","42.3849716187","-71.0105361938","None","2019-08-16 02:27:04","2","Blue","0725","3","70049","2","0","Blue","Rapid Transit","Rapid Transit","Blue Line","None","None","None","line-Blue","5","2","3","INCOMING_AT","70049","Wood Island","None","Wood Island - Blue Line - Bowdoin","42.37964","-71.022865","1","None","None","1","Boston","None","None","None","None","line-Blue","Blue Line","None","5","2","5","003DA5","2","FFFFFF","5","003DA5","2","FFFFFF"
"71","y1274","2098","225","6","42.3427200317","-71.0669784546","None","2019-08-16 02:27:56","2","749","1274","2","5100","2","0","749","Key Bus","Local Bus","Dudley - Downtown Crossing","SL5","None","None","line-SLWashington","6","2","2","IN_TRANSIT_TO","5100","Washington St @ Union Pk","Washington St and Union Park St, Boston, MA","Washington St @ Union Pk - Silver Line - Dudley","42.340497","-71.071317","1","None","43","1","Boston","43","Washington Street","None","None","line-SLWashington","Silver Line SL4/SL5","None","6","2","6","7C878E","2","FFFFFF","6","7C878E","2","FFFFFF"
"243","y0608","2270","58","13","42.4129829407","-71.0443725586","None","2019-08-16 02:27:54","2","110","0608","2","5570","2","0","110","Local Bus","Local Bus","Wonderland - Wellington","110","None","None","line-110","8","9","2","IN_TRANSIT_TO","5570","Elm St @ Glendale Pk","None","None","42.412739","-71.04483","21","None","None","21","Everett","None","None","None","None","line-110","Wonderland - Wellington","110","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"27","G-10205","2054","225","290","42.338470459","-71.1528167725","None","2019-08-16 02:25:24","2","Green-B","3689-3824","1","70113","2","0","Green-B","Rapid Transit","Rapid Transit","Green Line B","B","None","None","line-Green","4","2","1","STOPPED_AT","70113","Chestnut Hill Avenue","None","Chestnut Hill Avenue - Green Line - (B) Boston College","42.33829","-71.153025","1","None","None","1","Boston","None","None","None","None","line-Green","Green Line","None","4","2","4","00843D","2","FFFFFF","4","00843D","2","FFFFFF"
"234","y0822","2261","45","1","42.1985397339","-70.9246139526","None","2019-08-16 02:27:14","2","222","0822","2","13844","2","0","222","Local Bus","Local Bus","East Weymouth - Quincy Center","222","None","None","line-220221222","8","9","2","IN_TRANSIT_TO","13844","Pleasant St @ Colonels Dr","None","None","42.198592","-70.924618","27","None","None","27","Weymouth","None","None","None","None","line-220221222","East Weymouth, Hingham Depot, or Fort Point - Quincy Center","220/221/222","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"146","y0849","2173","135","45","42.4648933411","-70.9481658936","None","2019-08-16 02:26:47","1","435","0849","2","94324","1","1","435","Local Bus","Local Bus","Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square","435","None","None","line-434435436","8","9","2","IN_TRANSIT_TO","94324","Liberty St @ Barker Ct","None","None","42.465457","-70.947245","3","None","None","3","Lynn","None","None","None","None","line-434435436","Liberty Tree Mall or Peabody - Haymarket, Lynn, or Neptune Towers","434/435/436","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"354","y0850","2381","32","4","42.3953323364","-71.0099334717","None","2019-08-16 02:27:54","2","450","0850","2","4730","2","0","450","Local Bus","Inner Express","Salem Depot - Haymarket or Wonderland","450","None","None","line-424450456","8","9","2","IN_TRANSIT_TO","4730","Burbank Hwy @ Suffolk Downs","None","None","42.395935","-71.009349","14","None","1148","14","Revere","1148","Lee Burbank Highway","None","None","line-424450456","Salem Depot or Eastern Avenue & Essex Street - Haymarket, Wonderland, or Lynn","424/450/456","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"320","R-545F3AAB","2347","135","20","42.3959007263","-71.1219863892","None","2019-08-16 02:27:46","2","Red","1857","3","70065","2","0","Red","Rapid Transit","Rapid Transit","Red Line","None","None","None","line-Red","1","2","3","INCOMING_AT","70065","Porter","None","Porter - Red Line - Ashmont/Braintree","42.3884","-71.119149","8","None","None","8","Cambridge","None","None","None","None","line-Red","Red Line","None","1","2","1","DA291C","2","FFFFFF","1","DA291C","2","FFFFFF"
"307","G-10224","2334","225","230","42.3490104675","-71.1340866089","None","2019-08-16 02:27:51","2","Green-B","3663-3829","1","70129","2","0","Green-B","Rapid Transit","Rapid Transit","Green Line B","B","None","None","line-Green","4","2","1","STOPPED_AT","70129","Griggs Street","None","Griggs Street - Green Line - (B) Boston College","42.348919","-71.134305","1","None","None","1","Boston","None","None","None","None","line-Green","Green Line","None","4","2","4","00843D","2","FFFFFF","4","00843D","2","FFFFFF"
"222","y0747","2249","225","57","42.4571266174","-70.9510574341","None","2019-08-16 02:27:56","1","442","0747","2","4703","1","1","442","Local Bus","Local Bus","Marblehead - Wonderland via Humphrey Street","442","None","None","line-441442448449","8","9","2","IN_TRANSIT_TO","4703","Lynnway @ Shepard St","None","None","42.45653","-70.952967","3","None","977","3","Lynn","977","Lynnway","None","None","line-441442448449","Marblehead - Wonderland or Downtown Crossing","441/442/448/449","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"1","y1289","2028","152","3","42.3495864868","-71.0634002686","None","2019-08-16 02:27:41","2","749","1289","2","49002","2","0","749","Key Bus","Local Bus","Dudley - Downtown Crossing","SL5","None","None","line-SLWashington","6","2","2","IN_TRANSIT_TO","49002","Tufts Medical Center","None","Tufts Medical Center - Silver Line - Dudley","42.349908","-71.063684","1","None","43","1","Boston","43","Washington Street","None","None","line-SLWashington","Silver Line SL4/SL5","None","6","2","6","7C878E","2","FFFFFF","6","7C878E","2","FFFFFF"
"283","y0834","2310","231","5","42.2440185547","-71.0029373169","None","2019-08-16 02:27:53","2","238","0834","2","3330","2","0","238","Local Bus","Local Bus","Holbrook/Randolph Commuter Rail Station - Quincy Center","238","None","None","line-238","8","9","2","IN_TRANSIT_TO","3330","Franklin St @ Water St","None","None","42.241968","-71.003612","7","None","None","7","Quincy","None","None","None","None","line-238","Holbrook/Randolph Commuter Rail Station - Quincy Center","238","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"70","y1877","2097","0","19","42.3491363525","-71.156829834","None","2019-08-16 02:27:45","2","57","1877","2","974","2","0","57","Key Bus","Local Bus","Watertown Yard - Kenmore","57","None","None","line-5757A","8","9","2","IN_TRANSIT_TO","974","Washington St @ Foster St","None","None","42.34916","-71.157223","1","None","None","1","Boston","None","None","None","None","line-5757A","Watertown Yard or Oak Square - Kenmore","57/57A","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"198","y1776","2225","27","5","42.3099327087","-71.0822753906","None","2019-08-16 02:27:51","1","45","1776","2","1566","1","1","45","Local Bus","Local Bus","Franklin Park - Ruggles","45","None","None","line-45","8","9","2","IN_TRANSIT_TO","1566","Blue Hill Ave opp Warren St","None","None","42.30962","-71.082454","1","None","119","1","Boston","119","Blue Hill Avenue","None","None","line-45","Franklin Park - Ruggles","45","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"304","y1882","2331","44","10","42.3050384521","-71.0685195923","None","2019-08-16 02:27:55","1","15","1882","2","1470","1","1","15","Key Bus","Local Bus","Kane Square - Ruggles","15","None","None","line-15","8","9","2","IN_TRANSIT_TO","1470","Bowdoin St @ Norton St","None","None","42.305431","-71.067931","1","None","None","1","Boston","None","None","None","None","line-15","Kane Square - Ruggles","15","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
"227","y1630","2254","194","10","42.2823295593","-71.0922317505","None","2019-08-16 02:27:53","2","31","1630","2","1713","2","0","31","Local Bus","Local Bus","Mattapan - Forest Hills via Morton Street","31","None","None","line-31","8","9","2","IN_TRANSIT_TO","1713","Blue Hill Ave @ Goodale Rd","None","None","42.282425","-71.092282","1","None","119","1","Boston","119","Blue Hill Avenue","None","None","line-31","Mattapan - Forest Hills via Morton Street","31","8","9","8","FFC72C","9","000000","8","FFC72C","9","000000"
